ovr,acceleration,long_passing,shot_power,weight,reactions,club,volleys,ball_control,height,team_uid,team_id,jumping,player_id,agility,long_shots,short_passing,wage,strength,name,sprint_speed,age,club_id,curve,value,stamina,fk_accuracy,potential,heading_accuracy,crossing,position,finishing,balance,starting,dribbling
81,77,79,78,75,79,Galatasaray SK,69,83,177,111111-18-158904,111111,74,193738,87,81,79,71K,63,younes-belhanda,73,27,325,78,18.5M,79,78,81,67,79,MID,75,77,true,86
81,74,82,80,70,82,Ajax,77,80,180,111111-18-158904,111111,42,208670,77,75,86,16K,59,hakim-ziyach,77,24,245,90,23M,77,83,85,53,86,MID,70,60,true,79
73,67,56,77,80,62,Yeni Malatyaspor,72,74,190,111111-18-158904,111111,67,210439,61,69,65,17K,79,khalid-boutaib,56,30,113259,46,3.9M,66,32,73,77,44,ATT,77,57,true,67
72,43,33,45,89,68,Málaga CF,13,31,190,111111-13-157186,111111,65,223573,41,11,30,6K,79,munir-el-kajoui,43,29,573,25,2.4M,49,16,73,23,21,DEF,19,42,true,19
73,82,66,69,79,65,AS Monaco,61,76,182,111111-13-157186,111111,74,177525,81,63,71,0,79,nabil-dirar,87,26,69,71,0,81,61,74,46,70,DEF,56,65,true,81
82,68,64,62,80,80,Udinese,25,70,188,111111-13-157186,111111,78,177509,50,23,66,0,78,medhi-benatia,64,25,55,33,0,75,28,84,80,52,DEF,32,48,true,50
58,59,52,48,76,53,Clermont Foot 63,31,52,190,111111-13-157186,111111,61,208295,52,33,58,0,70,romain-saiss,61,22,1815,41,0,73,34,63,54,45,DEF,25,46,true,44
76,89,68,75,73,74,Borussia Dortmund,43,77,181,111111-13-157186,111111,66,235212,73,62,76,43K,72,achraf-hakimi,91,19,22,56,10M,78,55,85,63,74,DEF,59,71,true,78
75,74,71,73,78,76,Aston Villa,64,82,183,111111-13-157186,111111,57,162329,78,65,81,0,68,karim-el-ahmadi,68,27,2,67,0,87,57,76,46,59,MID,58,69,true,75
77,83,67,70,79,75,Galatasaray SK,54,79,179,111111-13-157186,111111,58,183108,84,65,73,0,68,nordin-amrabat,87,25,325,74,0,69,67,81,50,75,MID,72,72,true,83
82,83,77,72,58,77,FC Anzhi Makhachkala,69,84,167,111111-13-157186,111111,76,164435,88,74,80,0,32,mbark-boussoufa,75,27,100766,77,0,83,77,84,45,78,MID,72,93,true,86
79,74,78,77,75,75,Montpellier HSC,73,82,174,111111-13-157186,111111,74,193738,87,79,81,0,71,younes-belhanda,75,22,70,77,0,82,77,83,68,74,MID,75,77,true,79
64,73,64,66,70,55,SC Heerenveen,63,67,180,111111-13-157186,111111,65,208670,78,64,68,0,32,hakim-ziyach,70,19,1913,76,0,53,68,75,53,62,MID,57,72,true,67
74,69,56,77,82,62,Yeni Malatyaspor,72,74,189,111111-13-157186,111111,69,210439,61,69,66,15K,79,khalid-boutaib,53,31,113259,46,5M,71,32,74,79,44,ATT,76,57,true,67
73,66,61,35,77,51,Cameroon,,12,187,1395-07-154994,1395,,144350,,11,24,0,69,souleymanou-hamidou,35,32,1395,,0,61,51,74,13,8,DEF,11,,true,7
81,72,65,57,76,79,Galatasaray SK,,57,183,1395-07-154994,1395,,1638,,48,65,0,83,rigobert-song,72,29,325,,0,75,75,82,79,54,DEF,25,,true,55
73,76,64,72,75,72,Cameroon,,61,176,1395-07-154994,1395,,2809,,48,73,0,76,bill-tchato,82,31,1395,,0,79,54,76,71,71,DEF,38,,true,61
69,78,56,47,65,68,La Berrichonne de Châteauroux,,66,172,1395-07-154994,1395,,49484,,37,66,0,74,jean-hugues-ateba-bilayi,74,24,212,,0,72,68,69,59,58,DEF,37,,true,61
79,79,68,76,79,75,Hamburger SV,,80,190,1395-07-154994,1395,,45082,,55,69,0,80,thimothee-atouba,84,24,28,,0,81,69,83,67,84,DEF,35,,true,76
67,71,68,87,67,48,Cameroon,,74,170,1395-07-154994,1395,,100692,,62,51,0,43,guy-armand-feutchine,61,29,1395,,0,90,55,69,51,64,MID,68,,true,69
73,69,74,63,76,75,FC Nantes,,70,182,1395-07-154994,1395,,143824,,64,70,0,76,alioum-saidou,70,28,71,,0,73,56,77,73,69,MID,34,,true,63
82,79,69,82,72,83,LOSC Lille,,77,177,1395-07-154994,1395,,120304,,77,86,0,87,jean-makoun,81,23,65,,0,91,71,89,70,62,MID,60,,true,72
67,61,72,40,66,56,Olympique de Marseille,,68,171,1395-07-154994,1395,,7416,,37,64,0,60,salomon-olembe,64,25,219,,0,64,60,74,59,70,DEF,42,,true,37
76,89,65,79,75,81,Cameroon,,75,176,1395-07-154994,1395,,8148,,83,72,0,77,douala,82,27,1395,,0,78,69,77,66,73,ATT,71,,true,73
89,95,56,89,74,89,FC Barcelona,,88,180,1395-07-154994,1395,,9676,,74,87,0,71,etoo,94,25,241,,0,75,85,90,75,67,ATT,94,,true,80
79,44,65,29,86,68,RCD Espanyol,,23,188,1395-08-155359,1395,,111661,,21,36,0,56,carlos-idriss-kameni,44,23,452,,0,52,11,89,21,21,DEF,21,,true,21
73,76,64,72,75,72,Cameroon,,61,176,1395-08-155359,1395,,2809,,48,73,0,76,bill-tchato,82,32,1395,,0,79,48,76,71,71,DEF,38,,true,61
78,72,55,57,76,79,Galatasaray SK,,53,183,1395-08-155359,1395,,1638,,38,62,0,83,rigobert-song,72,30,325,,0,75,19,84,77,34,DEF,22,,true,50
69,80,68,41,80,43,Cameroon,,62,182,1395-08-155359,1395,,139245,,45,66,0,79,andre-bikey,77,22,1395,,0,82,49,75,61,40,DEF,37,,true,50
77,78,67,75,79,60,Hamburger SV,,79,190,1395-08-155359,1395,,45082,,54,68,0,75,thimothee-atouba,81,25,28,,0,80,36,81,66,83,DEF,34,,true,73
75,66,80,85,78,72,Newcastle United,,75,180,1395-08-155359,1395,,6422,,83,78,0,83,geremi,69,28,13,,0,76,88,78,69,82,MID,68,,true,64
78,90,70,81,77,74,Cameroon,,72,180,1395-08-155359,1395,,112392,,32,82,0,83,achille-emana,76,25,1395,,0,73,57,84,77,74,MID,41,,true,71
82,79,69,82,72,83,LOSC Lille,,77,177,1395-08-155359,1395,,120304,,54,86,0,87,jean-ii-makoun,81,24,65,,0,91,67,86,70,62,MID,60,,true,72
70,66,71,61,67,59,Olympique de Marseille,,73,172,1395-08-155359,1395,,156385,,50,75,0,85,modeste-mbami,73,24,219,,0,87,47,81,52,34,MID,40,,true,31
74,76,40,69,70,59,OGC Nice,,81,178,1395-08-155359,1395,,599,,48,61,0,40,joseph-desire-job,85,29,72,,0,67,46,75,65,51,ATT,72,,true,77
89,95,69,90,74,89,FC Barcelona,,85,180,1395-08-155359,1395,,9676,,78,88,0,77,samuel-etoo,94,26,241,,0,79,80,90,79,69,ATT,94,,true,84
81,44,65,29,86,68,RCD Espanyol,,23,188,1395-09-155725,1395,,111661,,21,36,0,56,carlos-idriss-kameni,44,24,452,,0,52,11,89,21,21,DEF,21,,true,21
71,68,66,70,75,68,SL Benfica,,66,176,1395-09-155725,1395,,186718,,54,69,0,85,gilles-augustin-binya,66,23,234,,0,82,55,76,64,63,MID,42,,true,60
78,69,55,57,76,79,Trabzonspor,,62,183,1395-09-155725,1395,,1638,,28,62,0,83,rigobert-song,69,31,436,,0,81,19,80,76,56,DEF,32,,true,50
68,80,68,41,80,43,Cameroon,,62,182,1395-09-155725,1395,,139245,,45,66,0,79,andre-bikey,77,23,1395,,0,82,49,75,61,40,DEF,37,,true,50
57,67,29,22,75,61,Cameroon,,57,175,1395-09-155725,1395,,191161,,22,28,0,74,sebastien-ndzana-kana,68,24,1395,,0,72,29,69,22,33,DEF,22,,true,24
76,70,73,85,85,72,Newcastle United,,77,175,1395-09-155725,1395,,6422,,85,75,0,84,geremi,75,29,13,,0,76,86,82,69,81,MID,48,,true,72
82,79,69,82,69,83,Olympique Lyonnais,,77,173,1395-09-155725,1395,,120304,,54,86,0,87,jean-ii-makoun,81,25,66,,0,91,67,86,78,62,MID,60,,true,72
72,79,66,76,84,78,FC Red Bull Salzburg,,75,192,1395-09-155725,1395,,164967,,69,74,0,88,somen-a-tchoyi,76,25,191,,0,77,42,79,70,64,MID,52,,true,64
75,70,74,64,67,74,Olympique de Marseille,,70,172,1395-09-155725,1395,,156385,,43,75,0,77,modeste-mbami,71,25,219,,0,87,47,77,73,43,MID,40,,true,70
71,76,67,66,69,69,CD Tenerife,,79,172,1395-09-155725,1395,,112650,,56,68,0,68,daniel-ngom-kome,77,28,260,,0,67,41,73,61,69,ATT,72,,true,76
87,92,69,89,75,89,FC Barcelona,,86,180,1395-09-155725,1395,,9676,,76,82,0,75,samuel-etoo,93,27,241,,0,77,80,90,79,72,ATT,93,,true,85
81,44,66,29,86,68,RCD Espanyol,,23,186,1395-10-156090,1395,,111661,,21,36,0,56,carlos-idriss-kameni,44,25,452,,0,52,11,87,21,21,DEF,21,,true,21
73,67,70,82,85,69,Cameroon,,74,175,1395-10-156090,1395,,6422,,82,72,0,81,geremi,72,30,1395,,0,73,83,79,66,82,MID,45,,true,68
78,69,55,57,76,79,Trabzonspor,,62,183,1395-10-156090,1395,,1638,,28,62,0,83,rigobert-song,69,32,436,,0,81,19,80,76,56,DEF,32,,true,50
72,70,62,57,77,70,AS Monaco,,64,180,1395-10-156090,1395,,188829,,50,69,0,75,nicolas-nkoulou-ndoubena,68,19,69,,0,72,27,81,65,60,DEF,25,,true,54
77,81,73,80,69,67,Tottenham Hotspur,,77,178,1395-10-156090,1395,,157392,,78,77,0,75,benoit-assou-ekotto,77,25,18,,0,78,76,82,59,83,DEF,43,,true,76
76,89,69,80,77,76,Real Betis,,71,180,1395-10-156090,1395,,112392,,69,81,0,89,achille-emana,79,27,449,,0,78,80,84,68,74,MID,73,,true,76
79,79,69,76,69,80,Olympique Lyonnais,,76,173,1395-10-156090,1395,,120304,,54,81,0,81,jean-ii-makoun,79,26,66,,0,91,67,86,75,62,MID,60,,true,68
81,76,77,72,75,85,Arsenal,,78,182,1395-10-156090,1395,,157503,,42,79,0,85,alexandre-song,74,21,1,,0,85,31,86,77,54,MID,44,,true,75
75,70,74,64,67,74,Cameroon,,70,172,1395-10-156090,1395,,156385,,43,75,0,77,modeste-mbami,71,26,1395,,0,87,47,77,73,43,MID,40,,true,70
75,79,52,71,78,79,RCD Mallorca,,76,180,1395-10-156090,1395,,142444,,75,65,0,84,pierre-achille-webo,75,27,453,,0,70,58,78,74,63,ATT,76,,true,75
84,92,69,89,75,90,Inter,,85,180,1395-10-156090,1395,,9676,,78,79,0,64,samuel-etoo,92,28,44,,0,79,78,90,79,72,ATT,87,,true,81
82,44,28,29,86,68,RCD Espanyol,9,23,186,1395-11-156279,1395,69,111661,66,11,36,0,56,carlos-idriss-kameni,45,26,452,10,0,52,11,87,12,11,DEF,10,69,true,9
72,67,70,82,83,69,Cameroon,51,74,176,1395-11-156279,1395,71,6422,68,82,72,0,81,geremi-ndjitap,72,31,1395,59,0,73,83,79,66,82,MID,45,77,true,68
74,70,62,57,77,70,AS Monaco,15,64,180,1395-11-156279,1395,74,188829,64,50,69,0,75,nicolas-nkoulou-ndoubena,75,20,69,26,0,72,27,81,65,60,DEF,25,74,true,65
78,68,60,63,75,67,Tottenham Hotspur,27,63,187,1395-11-156279,1395,75,172949,59,39,65,0,81,sebastien-bassong,70,23,18,61,0,72,36,81,75,64,DEF,23,74,true,22
78,82,80,83,69,70,Tottenham Hotspur,74,77,178,1395-11-156279,1395,64,157392,74,69,78,0,72,benoit-assou-ekotto,80,26,18,53,0,81,69,79,59,83,DEF,43,71,true,76
80,79,69,76,69,80,Olympique Lyonnais,60,76,173,1395-11-156279,1395,76,120304,78,54,81,0,81,jean-ii-makoun,79,27,66,51,0,91,67,86,75,62,MID,60,84,true,68
82,74,78,69,75,85,Arsenal,55,79,182,1395-11-156279,1395,82,157503,65,46,79,0,82,alexandre-song,72,22,1,49,0,83,37,86,78,57,MID,46,79,true,70
74,78,62,63,70,76,Ajax,21,67,173,1395-11-156279,1395,72,190277,72,32,66,0,80,eyong-tarkang-enoh,72,24,245,23,0,83,12,80,65,45,MID,23,76,true,62
76,85,70,82,77,76,Real Betis,73,71,180,1395-11-156279,1395,81,112392,75,72,83,0,89,achille-emana,79,28,449,67,0,84,77,84,68,64,MID,70,86,true,76
75,73,52,73,78,79,RCD Mallorca,76,69,180,1395-11-156279,1395,79,142444,69,75,63,0,84,pierre-achille-webo,78,28,453,62,0,70,58,78,75,40,ATT,78,76,true,70
84,89,64,82,75,87,Inter,87,84,180,1395-11-156279,1395,80,9676,85,80,75,0,72,samuel-etoo,91,29,44,79,0,80,70,90,79,75,ATT,90,74,true,84
82,44,28,29,86,68,RCD Espanyol,12,23,186,1395-12-156644,1395,77,111661,66,11,36,0,56,carlos-idriss-kameni,45,27,452,10,0,52,11,84,12,11,DEF,10,57,true,14
71,90,61,49,77,64,FC Anzhi Makhachkala,29,68,176,1395-12-156644,1395,91,163479,84,45,63,0,71,benoit-angbwa,91,29,100766,43,0,73,50,71,51,77,DEF,51,70,true,66
74,67,62,57,77,70,Olympique de Marseille,15,64,180,1395-12-156644,1395,92,188829,64,50,69,0,75,nicolas-nkoulou,66,21,219,26,0,68,27,80,65,60,DEF,25,72,true,55
79,66,61,75,84,72,LOSC Lille,58,66,184,1395-12-156644,1395,80,183284,65,59,70,0,88,aurelien-chedjou,62,26,65,50,0,66,61,83,78,60,DEF,55,58,true,51
78,84,75,83,69,73,Tottenham Hotspur,62,75,180,1395-12-156644,1395,73,157392,74,65,78,0,69,benoit-assou-ekotto,82,27,18,53,0,81,69,82,59,82,DEF,43,72,true,70
82,72,75,74,82,78,Olympique de Marseille,48,71,189,1395-12-156644,1395,91,164959,66,64,77,0,89,stephane-mbia,78,25,219,54,0,78,67,86,77,64,DEF,50,54,true,52
72,76,65,61,70,73,Ajax,21,64,174,1395-12-156644,1395,76,190277,71,32,63,0,74,eyong-enoh,70,25,245,23,0,85,12,77,55,39,MID,23,76,true,52
65,88,35,72,82,61,Valenciennes FC,58,64,184,1395-12-156644,1395,62,199069,73,51,52,0,74,vincent-aboubakar,90,19,110456,56,0,61,39,73,52,48,ATT,65,63,true,64
73,81,67,70,80,72,Montpellier HSC,56,70,180,1395-12-156644,1395,81,150565,65,67,73,0,87,henri-bedimo-nsame,82,27,70,64,0,82,59,76,64,74,DEF,47,65,true,65
70,63,44,74,82,69,1. FSV Mainz 05,64,73,189,1395-12-156644,1395,64,183569,67,57,66,0,76,eric-maxim-choupo-moting,69,22,169,67,0,70,43,76,73,56,ATT,73,54,true,72
88,92,62,83,76,87,FC Anzhi Makhachkala,87,86,180,1395-12-156644,1395,85,9676,88,75,75,0,65,samuel-etoo,94,30,100766,78,0,78,72,88,78,69,ATT,91,71,true,85
69,62,18,32,90,53,Cameroon,10,27,193,1395-13-157186,1395,66,116914,56,14,17,0,68,charles-itandje,63,29,1395,10,0,50,10,74,12,10,DEF,11,40,true,12
70,90,61,49,76,64,Krylya Sovetov Samara,29,64,177,1395-13-157186,1395,85,163479,74,45,68,0,71,benoit-angbwa,88,30,100764,43,0,71,50,70,51,72,DEF,43,70,true,62
80,81,75,57,77,80,Olympique de Marseille,63,77,180,1395-13-157186,1395,82,188829,69,45,76,0,75,nicolas-nkoulou,77,22,219,36,0,73,27,85,73,59,DEF,32,78,true,63
76,64,43,43,90,78,Stade Rennais FC,29,60,183,1395-13-157186,1395,77,183975,52,37,65,0,88,jean-armel-kana-biyik,77,22,74,23,0,57,18,80,72,35,DEF,19,54,true,40
75,81,67,74,80,76,Montpellier HSC,56,70,180,1395-13-157186,1395,79,150565,70,67,73,0,83,henri-bedimo,82,28,70,71,0,88,59,76,68,75,DEF,47,74,true,70
75,76,70,61,69,77,Stade Rennais FC,59,77,173,1395-13-157186,1395,90,120304,74,55,79,0,66,jean-ii-makoun,72,29,74,62,0,90,41,76,82,55,MID,51,83,true,67
73,66,71,65,70,71,FC Girondins de Bordeaux,27,73,173,1395-13-157186,1395,76,170903,72,60,73,0,72,landry-nguemo,67,26,59,56,0,86,55,78,60,59,MID,33,78,true,70
83,68,78,68,75,83,FC Barcelona,53,78,184,1395-13-157186,1395,71,157503,70,42,83,0,85,alexandre-song,75,24,241,57,0,87,41,84,73,63,MID,63,63,true,76
84,90,62,83,79,84,FC Anzhi Makhachkala,82,83,180,1395-13-157186,1395,85,9676,88,75,73,0,63,samuel-etoo,91,31,100766,78,0,78,72,84,76,69,ATT,85,74,true,87
66,68,53,71,78,65,Cameroon,59,61,182,1395-13-157186,1395,76,193459,74,59,53,0,82,jean-paul-yontcha,77,29,1395,58,0,71,56,66,64,50,ATT,68,60,true,62
71,86,42,75,82,73,Valenciennes FC,64,63,184,1395-13-157186,1395,72,199069,67,63,61,0,73,vincent-aboubakar,90,20,110456,59,0,66,39,75,72,56,ATT,72,63,true,60
69,41,25,32,90,53,Cameroon,25,27,193,1395-14-157655,1395,66,116914,43,25,25,0,61,charles-itandje,43,30,1395,25,0,34,25,70,25,25,DEF,25,40,true,25
76,80,67,47,85,72,Cameroon,26,65,184,1395-14-157655,1395,82,192621,80,36,69,0,85,dany-nounkeu,81,27,1395,53,0,79,23,78,74,60,DEF,25,54,true,64
79,78,75,57,77,79,Olympique de Marseille,63,75,180,1395-14-157655,1395,82,188829,69,45,77,120K,75,nicolas-nkoulou,77,23,219,36,10.5M,73,27,85,74,59,DEF,32,78,true,63
79,72,72,75,86,77,Galatasaray SK,58,67,184,1395-14-157655,1395,91,183284,75,59,75,65K,86,aurelien-chedjou,69,28,325,50,5M,72,61,81,84,60,DEF,55,58,true,59
76,81,67,74,80,76,Olympique Lyonnais,56,71,180,1395-14-157655,1395,79,150565,74,67,73,80K,83,henri-bedimo,83,29,66,73,2.6M,88,59,76,68,78,DEF,47,74,true,76
83,68,80,68,75,83,FC Barcelona,53,79,184,1395-14-157655,1395,71,157503,70,42,84,125K,86,alexandre-song,75,25,241,57,12M,87,41,85,73,63,MID,63,63,true,76
75,64,68,81,82,74,Sevilla FC,48,75,189,1395-14-157655,1395,74,164959,56,55,72,75K,82,stephane-mbia,74,27,481,54,2.2M,85,56,79,74,63,MID,49,60,true,58
71,72,64,58,70,70,Cameroon,21,63,174,1395-14-157655,1395,77,190277,65,32,61,0,75,eyong-enoh,65,27,1395,23,0,78,25,73,58,29,MID,23,74,true,57
69,91,56,77,74,73,AS Nancy Lorraine,71,69,180,1395-14-157655,1395,71,185090,85,64,67,15K,65,benjamin-moukandjo,91,24,1823,56,1.6M,56,57,75,68,66,MID,73,66,true,72
82,84,62,83,75,84,Chelsea,82,81,180,1395-14-157655,1395,85,9676,83,75,72,120K,72,samuel-etoo,81,32,5,78,7.6M,75,72,82,76,69,ATT,82,74,true,84
75,78,67,76,84,78,1. FSV Mainz 05,70,78,190,1395-14-157655,1395,72,183569,75,71,75,50K,76,eric-maxim-choupo-moting,81,24,169,67,4.6M,72,43,79,72,68,MID,76,66,true,83
62,50,24,25,80,54,FC Barcelona B,20,25,183,1395-15-158005,1395,71,212948,59,25,28,1K,74,fabrice-ondoa,56,18,110704,25,210K,43,25,80,25,25,DEF,25,52,true,25
62,85,53,48,68,67,Montreal Impact,29,63,174,1395-15-158005,1395,81,218540,79,35,62,4K,63,ambroise-oyongo,84,23,111139,55,270K,69,21,70,40,61,DEF,40,64,true,68
79,78,75,57,77,79,Olympique de Marseille,63,75,180,1395-15-158005,1395,82,188829,69,45,76,85K,75,nicolas-nkoulou,79,24,219,36,7.5M,73,27,82,73,59,DEF,32,78,true,63
78,72,68,73,86,74,Galatasaray SK,58,65,184,1395-15-158005,1395,90,183284,75,58,74,50K,87,aurelien-chedjou,74,29,325,50,6M,74,57,78,83,56,DEF,55,58,true,66
75,80,67,74,80,76,Olympique Lyonnais,56,71,180,1395-15-158005,1395,70,150565,66,65,72,50K,83,henri-bedimo,77,30,66,73,2.5M,78,59,75,68,78,DEF,47,68,true,73
70,32,64,72,83,66,CA Osasuna,33,61,192,1395-15-158005,1395,33,198573,33,53,69,20K,92,raoul-cedric-loe,33,25,479,51,1.5M,81,45,74,52,26,MID,28,34,true,43
71,72,64,58,70,70,Standard de Liège,21,63,174,1395-15-158005,1395,77,190277,65,32,61,30K,75,eyong-enoh,65,28,232,23,1.3M,78,25,71,58,29,MID,23,74,true,57
67,77,60,63,76,67,Real Sporting de Gijón,70,79,178,1395-15-158005,1395,59,225123,74,59,70,4K,78,daniel-ndi,78,18,459,54,600K,69,41,76,48,49,MID,64,75,true,70
74,91,60,77,74,76,Stade de Reims,71,75,180,1395-15-158005,1395,71,185090,85,64,71,35K,65,benjamin-moukandjo,91,25,379,70,3.8M,67,72,76,68,70,MID,77,70,true,77
72,68,56,80,94,72,Çaykur Rizespor,70,66,189,1395-15-158005,1395,74,190582,61,69,66,15K,90,leonard-kweuke,72,26,101037,65,3.1M,76,54,76,71,57,ATT,73,63,true,67
76,82,42,85,82,75,Cameroon,65,72,184,1395-15-158005,1395,72,199069,76,74,61,55K,84,vincent-aboubakar,87,22,1395,66,5M,73,39,83,71,56,ATT,79,63,true,69
68,42,17,22,79,59,AS Nancy Lorraine,14,24,184,1395-16-158159,1395,46,183391,40,15,33,8K,75,guy-roland-ndy-assembe,48,29,1823,13,725K,26,13,68,13,11,DEF,10,34,true,11
81,73,76,58,77,80,Olympique de Marseille,64,76,180,1395-16-158159,1395,86,188829,68,46,77,90K,75,nicolas-nkoulou,78,25,219,37,18.5M,70,28,86,74,60,DEF,33,78,true,64
81,72,71,74,86,79,Galatasaray SK,59,70,184,1395-16-158159,1395,90,183284,68,59,75,60K,88,aurelien-chedjou,76,30,325,51,12M,76,58,81,84,60,DEF,56,58,true,69
80,67,77,66,90,80,FC Schalke 04,50,71,195,1395-16-158159,1395,65,197061,62,48,77,80K,79,joel-matip,77,23,34,63,15.5M,75,22,83,86,54,DEF,36,50,true,63
76,76,68,75,80,77,Olympique Lyonnais,57,74,180,1395-16-158159,1395,70,150565,68,66,73,70K,83,henri-bedimo,76,31,66,74,3.3M,73,60,76,69,79,DEF,48,68,true,74
76,67,73,82,82,74,Trabzonspor,47,74,189,1395-16-158159,1395,76,164959,56,60,74,50K,83,stephane-mbia,73,29,436,55,4M,90,51,76,80,52,MID,56,70,true,65
72,72,65,74,75,71,Standard de Liège,22,67,178,1395-16-158159,1395,80,190277,65,33,64,25K,73,eyong-enoh,64,29,232,24,1.6M,78,20,72,61,30,MID,24,74,true,62
75,90,61,78,74,77,FC Lorient,72,76,180,1395-16-158159,1395,71,185090,83,65,72,50K,65,benjamin-moukandjo,91,26,217,71,4.8M,66,73,77,69,71,MID,78,70,true,78
73,85,57,66,64,75,Cameroon,56,75,163,1395-16-158159,1395,73,205753,80,62,73,10K,35,edgar-salli,91,22,1395,57,3.8M,56,53,78,66,66,MID,67,93,true,79
78,77,70,77,91,79,FC Schalke 04,75,83,191,1395-16-158159,1395,72,183569,77,76,77,90K,77,eric-maxim-choupo-moting,79,26,34,77,10.5M,75,44,80,74,69,ATT,77,66,true,85
79,82,70,84,82,76,Cameroon,70,78,184,1395-16-158159,1395,78,199069,77,75,75,80K,84,vincent-aboubakar,87,23,1395,69,14M,79,40,84,76,57,ATT,81,63,true,77
66,50,45,16,87,59,Sevilla Atlético,21,22,185,1395-17-158729,1395,72,212948,67,16,41,1K,74,fabrice-ondoa,56,20,110714,13,1M,43,20,78,16,14,DEF,18,52,true,16
71,88,59,54,72,65,Standard de Liège,23,65,162,1395-17-158729,1395,85,232183,88,28,63,10K,53,collins-fai,81,23,232,21,1.7M,78,31,74,53,66,DEF,22,91,true,63
66,54,28,40,80,51,FC Sochaux-Montbéliard,31,58,189,1395-17-158729,1395,74,213348,47,26,53,2K,70,adolphe-teikeu,57,26,226,33,625K,56,28,68,69,28,DEF,25,48,true,36
70,66,56,72,93,70,Cameroon,38,51,190,1395-17-158729,1395,70,236690,62,21,63,0,92,michael-ngadeu-ngadjui,70,25,1395,30,0,60,26,75,72,28,DEF,38,67,true,31
72,85,60,68,68,71,Montreal Impact,50,72,175,1395-17-158729,1395,73,218540,87,59,67,10K,55,ambroise-oyongo,81,25,111139,69,2.3M,86,64,77,50,69,DEF,49,69,true,76
69,71,74,70,78,67,Heart of Midlothian,55,66,182,1395-17-158729,1395,71,178233,75,62,78,3K,73,arnaud-sutchuin-djoum,73,27,80,57,1M,74,53,69,53,52,MID,56,72,true,66
72,73,71,76,76,72,KV Oostende,57,71,175,1395-17-158729,1395,77,175896,78,66,73,2K,70,sebastien-siani,66,29,682,68,2M,78,71,72,67,66,MID,61,77,true,68
77,90,60,78,74,76,FC Lorient,72,75,180,1395-17-158729,1395,71,185090,83,65,71,30K,65,benjamin-moukandjo,91,27,217,71,7.5M,70,71,77,68,72,ATT,80,70,true,79
74,77,49,71,70,74,Angers SCO,67,69,183,1395-17-158729,1395,68,224069,76,62,64,10K,75,karl-toko-ekambi,75,23,1530,42,4.5M,68,54,78,68,60,ATT,76,66,true,75
64,86,43,57,58,70,Cameroon,46,69,178,1395-17-158729,1395,61,231138,79,51,55,0,61,christian-bassogog,88,20,1395,42,0,73,36,71,50,47,ATT,65,69,true,67
69,79,63,71,84,65,1. FC Kaiserslautern,50,66,186,1395-17-158729,1395,72,198428,66,59,69,3K,82,jacques-zoua,76,24,29,58,1.4M,70,43,73,64,53,ATT,69,55,true,67
66,50,45,16,87,59,Sevilla Atlético,17,22,185,1395-18-158904,1395,72,212948,67,16,41,1K,74,fabrice-ondoa,56,21,110714,13,925K,43,20,78,16,14,DEF,18,52,true,16
64,76,34,35,67,59,Cameroon,34,43,176,1395-18-158904,1395,70,237076,60,33,62,0,53,ernest-mabouka,73,29,1395,41,0,66,31,64,48,41,DEF,36,85,true,62
66,51,28,40,80,51,FC Sochaux-Montbéliard,31,58,189,1395-18-158904,1395,80,213348,48,26,53,3K,71,adolphe-teikeu,55,27,226,33,625K,57,28,68,69,28,DEF,25,48,true,36
70,66,56,72,93,70,Cameroon,38,51,190,1395-18-158904,1395,70,236690,62,21,63,0,92,michael-ngadeu-ngadjui,70,26,1395,30,0,60,26,74,72,28,DEF,38,67,true,31
71,88,59,54,72,65,Standard de Liège,23,65,167,1395-18-158904,1395,87,232183,88,28,63,9K,54,collins-fai,81,24,232,21,2.5M,82,31,74,53,66,DEF,22,91,true,66
77,90,60,78,74,76,Cameroon,72,75,180,1395-18-158904,1395,71,185090,83,65,71,0,65,benjamin-moukandjo,91,28,1395,71,0,70,71,77,68,72,ATT,80,70,true,79
70,71,74,70,78,67,Heart of Midlothian,55,70,182,1395-18-158904,1395,74,178233,78,62,78,7K,75,arnaud-sutchuin-djoum,73,28,80,57,1.8M,76,53,70,53,52,MID,56,73,true,66
74,73,71,76,78,76,Olympique de Marseille,50,68,184,1395-18-158904,1395,66,227236,59,59,73,19K,86,andre-franck-zambo-anguissa,74,21,219,56,7M,84,42,81,73,64,MID,46,67,true,72
73,71,72,81,76,74,KV Oostende,57,72,175,1395-18-158904,1395,79,175896,78,68,74,17K,73,sebastien-siani,64,30,682,68,3.7M,78,71,73,67,66,MID,61,77,true,68
72,87,61,75,75,67,Cameroon,65,72,175,1395-18-158904,1395,61,231138,80,60,64,0,64,christian-bassogog,89,21,1395,67,0,73,69,79,62,47,ATT,74,69,true,76
79,77,68,80,82,76,Cameroon,77,79,184,1395-18-158904,1395,78,199069,75,76,75,20K,83,vincent-aboubakar,83,25,1395,69,16.5M,80,67,83,78,57,ATT,77,63,true,81
66,50,45,16,87,59,Sevilla Atlético,17,22,185,1395-18-159068,1395,72,212948,67,16,41,1K,74,fabrice-ondoa,56,21,110714,13,725K,43,20,74,16,14,DEF,18,52,true,16
64,76,34,35,67,59,Cameroon,34,43,176,1395-18-159068,1395,70,237076,60,33,62,0,53,ernest-mabouka,73,29,1395,41,0,66,31,64,48,41,DEF,36,85,true,62
